"reviews_per_month","neighbourhood_group","room_type","price","minimum_nights","calculated_host_listings_count"
0.03,"Brooklyn","Private room",85,3,1
0.22,"Brooklyn","Entire home/apt",75,5,1
0.76,"Manhattan","Entire home/apt",200,3,1
0.35,"Manhattan","Entire home/apt",78,3,1
0.11,"Manhattan","Entire home/apt",234,2,1
0.2,"Manhattan","Entire home/apt",325,5,1
0.09,"Manhattan","Private room",119,1,5
0.27,"Manhattan","Private room",95,1,5
3.18,"Queens","Entire home/apt",255,2,1
0.47,"Queens","Entire home/apt",125,2,1
0.08,"Manhattan","Private room",99,2,1
0.75,"Manhattan","Entire home/apt",175,3,1
1.14,"Brooklyn","Entire home/apt",75,6,1
0.03,"Brooklyn","Private room",50,5,1
3.27,"Brooklyn","Entire home/apt",99,2,3
1.27,"Brooklyn","Entire home/apt",85,5,1
0.05,"Manhattan","Entire home/apt",137,3,1
0.38,"Manhattan","Entire home/apt",165,3,1
0.31,"Brooklyn","Entire home/apt",92,2,1
0.03,"Manhattan","Entire home/apt",101,4,1
0.38,"Manhattan","Private room",95,2,2
0.11,"Manhattan","Private room",119,1,1
4.03,"Brooklyn","Entire home/apt",195,2,2
0.24,"Manhattan","Entire home/apt",170,4,1
1.27,"Manhattan","Entire home/apt",150,4,1
0.29,"Manhattan","Entire home/apt",157,1,1
0.3,"Bronx","Private room",30,1,1
0.16,"Brooklyn","Entire home/apt",250,2,1
0.11,"Brooklyn","Private room",40,3,2
0.1,"Queens","Entire home/apt",80,28,1
0.03,"Manhattan","Private room",49,7,2
2.97,"Manhattan","Private room",101,2,2
0.98,"Manhattan","Entire home/apt",199,30,1
0.03,"Brooklyn","Entire home/apt",175,1,1
0.05,"Manhattan","Entire home/apt",175,1,1
2.1,"Brooklyn","Private room",50,1,3
0.03,"Manhattan","Private room",45,3,2
1,"Queens","Entire home/apt",110,1,1
0.08,"Brooklyn","Entire home/apt",70,70,1
0.03,"Brooklyn","Entire home/apt",129,5,1
0.23,"Manhattan","Entire home/apt",139,4,1
0.06,"Brooklyn","Entire home/apt",135,3,1
0.09,"Manhattan","Entire home/apt",90,1,1
1.41,"Brooklyn","Entire home/apt",125,2,2
0.03,"Queens","Entire home/apt",75,4,1
0.14,"Manhattan","Private room",65,3,2
0.05,"Manhattan","Entire home/apt",190,2,1
0.03,"Brooklyn","Entire home/apt",85,7,1
1.04,"Brooklyn","Entire home/apt",119,1,1
0.52,"Manhattan","Entire home/apt",196,3,1
1.76,"Manhattan","Private room",90,1,1
0.03,"Brooklyn","Private room",125,3,1
0.03,"Manhattan","Private room",65,28,1
0.16,"Manhattan","Entire home/apt",110,4,1
0.09,"Manhattan","Entire home/apt",100,20,1
0.66,"Manhattan","Entire home/apt",360,2,2
1.08,"Brooklyn","Private room",65,7,1
0.58,"Brooklyn","Private room",65,2,2
0.08,"Brooklyn","Entire home/apt",160,2,1
0.64,"Brooklyn","Entire home/apt",450,7,2
0.08,"Manhattan","Private room",75,2,1
0.54,"Manhattan","Private room",69,10,3
0.13,"Brooklyn","Entire home/apt",203,7,1
0.51,"Manhattan","Private room",169,5,1
0.84,"Manhattan","Private room",79,6,3
0.33,"Manhattan","Entire home/apt",230,4,1
1.11,"Queens","Private room",65,1,1
0.16,"Brooklyn","Private room",50,2,1
0.3,"Brooklyn","Private room",100,1,2
0.4,"Queens","Private room",70,10,2
0.03,"Manhattan","Entire home/apt",175,2,1
0.22,"Brooklyn","Private room",142,3,1
1.07,"Brooklyn","Entire home/apt",190,3,2
0.21,"Brooklyn","Private room",61,2,2
0.41,"Manhattan","Private room",80,2,1
0.03,"Manhattan","Entire home/apt",225,30,87
0.11,"Manhattan","Entire home/apt",100,32,5
0.03,"Brooklyn","Entire home/apt",50,15,1
0.91,"Manhattan","Private room",109,4,1
0.3,"Manhattan","Private room",75,1,1
0.41,"Brooklyn","Private room",60,1,1
0.16,"Manhattan","Entire home/apt",130,4,2
2.83,"Brooklyn","Private room",65,2,3
0.16,"Manhattan","Private room",90,2,1
0.03,"Brooklyn","Private room",50,14,1
0.3,"Manhattan","Private room",67,4,2
0.38,"Brooklyn","Entire home/apt",100,1,1
0.03,"Queens","Entire home/apt",100,5,1
0.47,"Brooklyn","Entire home/apt",300,3,1
0.04,"Manhattan","Entire home/apt",167,30,87
0.35,"Manhattan","Entire home/apt",180,4,1
0.3,"Brooklyn","Entire home/apt",95,2,1
0.92,"Brooklyn","Private room",85,14,4
3.21,"Manhattan","Entire home/apt",115,4,4
0.36,"Manhattan","Entire home/apt",150,30,12
0.08,"Brooklyn","Entire home/apt",80,5,1
0.07,"Brooklyn","Entire home/apt",325,5,1
1.06,"Manhattan","Private room",99,6,1
0.08,"Manhattan","Private room",90,5,1
3.37,"Manhattan","Entire home/apt",110,4,4
3.55,"Staten Island","Entire home/apt",105,2,1
0.21,"Brooklyn","Private room",80,2,8
0.05,"Brooklyn","Entire home/apt",120,1,1
0.99,"Brooklyn","Private room",525,1,8
0.23,"Manhattan","Entire home/apt",150,4,1
0.11,"Brooklyn","Private room",90,1,8
0.18,"Brooklyn","Entire home/apt",130,2,1
0.53,"Brooklyn","Entire home/apt",155,3,1
0.22,"Manhattan","Private room",90,2,4
0.03,"Manhattan","Private room",90,1,1
3.02,"Manhattan","Entire home/apt",199,3,1
0.04,"Manhattan","Shared room",70,3,2
0.06,"Manhattan","Private room",36,4,1
0.38,"Manhattan","Private room",59,2,1
0.92,"Manhattan","Entire home/apt",185,2,1
1.25,"Brooklyn","Entire home/apt",75,30,1
4.58,"Brooklyn","Private room",75,2,1
5.66,"Queens","Private room",74,1,1
0.74,"Manhattan","Entire home/apt",161,1,1
0.07,"Manhattan","Entire home/apt",260,30,87
0.08,"Brooklyn","Private room",60,1,1
0.03,"Manhattan","Private room",100,2,1
0.17,"Brooklyn","Entire home/apt",175,3,1
0.27,"Brooklyn","Entire home/apt",250,1,2
0.23,"Manhattan","Entire home/apt",95,30,52
0.04,"Manhattan","Entire home/apt",250,30,31
0.21,"Brooklyn","Private room",76,2,1
0.03,"Manhattan","Entire home/apt",200,3,1
0.09,"Manhattan","Entire home/apt",199,30,87
0.93,"Manhattan","Entire home/apt",140,2,1
0.11,"Manhattan","Private room",57,14,1
0.05,"Brooklyn","Private room",60,2,1
0.17,"Brooklyn","Entire home/apt",80,3,1
0.06,"Queens","Entire home/apt",125,1,1
0.07,"Manhattan","Entire home/apt",150,30,91
2.12,"Brooklyn","Entire home/apt",70,6,1
0.32,"Manhattan","Entire home/apt",125,30,5
0.03,"Brooklyn","Private room",56,7,1
2.67,"Brooklyn","Entire home/apt",170,2,1
0.65,"Manhattan","Entire home/apt",179,3,1
0.06,"Brooklyn","Entire home/apt",75,5,1
0.06,"Manhattan","Entire home/apt",295,30,6
0.16,"Brooklyn","Entire home/apt",150,1,1
1.81,"Queens","Entire home/apt",174,1,2
0.59,"Manhattan","Private room",67,6,3
4.52,"Brooklyn","Private room",62,1,2
0.05,"Queens","Private room",150,1,1
0.09,"Brooklyn","Private room",115,3,1
1.82,"Queens","Private room",40,2,4
0.08,"Manhattan","Entire home/apt",149,30,87
4.88,"Manhattan","Entire home/apt",125,1,3
0.31,"Manhattan","Private room",73,6,3
0.22,"Manhattan","Entire home/apt",200,4,1
0.03,"Brooklyn","Private room",34,2,1
4.1,"Brooklyn","Private room",89,2,2
0.11,"Brooklyn","Entire home/apt",115,3,1
1.42,"Manhattan","Entire home/apt",200,3,1
1.11,"Manhattan","Entire home/apt",100,4,2
0.03,"Brooklyn","Private room",58,2,1
0.52,"Manhattan","Private room",81,1,1
0.05,"Manhattan","Private room",95,21,1
4.27,"Brooklyn","Private room",38,2,1
0.19,"Manhattan","Entire home/apt",150,3,1
0.1,"Manhattan","Private room",40,2,1
0.3,"Manhattan","Entire home/apt",99,17,1
0.03,"Brooklyn","Entire home/apt",250,1,1
0.03,"Manhattan","Private room",69,1,2
0.03,"Brooklyn","Private room",35,1,1
0.08,"Brooklyn","Private room",65,1,1
0.14,"Brooklyn","Entire home/apt",150,2,1
0.25,"Brooklyn","Entire home/apt",270,5,1
1.08,"Brooklyn","Entire home/apt",150,3,1
0.52,"Queens","Entire home/apt",119,2,1
4.31,"Manhattan","Entire home/apt",129,1,3
2.9,"Brooklyn","Entire home/apt",175,2,2
0.08,"Brooklyn","Private room",40,2,1
0.03,"Brooklyn","Entire home/apt",125,3,1
2.52,"Queens","Entire home/apt",101,5,2
0.17,"Manhattan","Private room",49,19,10
0.41,"Manhattan","Entire home/apt",300,2,2
1,"Brooklyn","Private room",75,2,3
5.85,"Brooklyn","Entire home/apt",85,1,1
1.34,"Brooklyn","Entire home/apt",185,1,1
4.88,"Manhattan","Entire home/apt",185,2,1
0.03,"Manhattan","Private room",110,2,1
1.28,"Brooklyn","Private room",65,4,2
0.21,"Manhattan","Entire home/apt",185,30,1
0.11,"Brooklyn","Entire home/apt",195,3,1
0.71,"Manhattan","Private room",85,2,1
1.33,"Manhattan","Entire home/apt",295,2,1
0.59,"Brooklyn","Private room",120,2,1
0.41,"Brooklyn","Entire home/apt",189,4,1
0.9,"Manhattan","Entire home/apt",123,2,1
0.03,"Manhattan","Private room",89,3,1
0.18,"Manhattan","Entire home/apt",140,1,1
2.87,"Brooklyn","Entire home/apt",85,1,2
3.28,"Manhattan","Entire home/apt",169,3,1
0.11,"Manhattan","Entire home/apt",145,3,1
1.74,"Brooklyn","Entire home/apt",145,1,1
0.35,"Manhattan","Entire home/apt",165,2,1
0.28,"Brooklyn","Private room",99,7,4
0.09,"Brooklyn","Private room",40,3,1
0.59,"Manhattan","Private room",115,3,2
0.12,"Brooklyn","Entire home/apt",157,2,2
0.28,"Brooklyn","Entire home/apt",1000,1,3
0.68,"Brooklyn","Private room",72,1,1
1.63,"Queens","Private room",40,2,2
2.22,"Brooklyn","Entire home/apt",90,3,1
0.18,"Manhattan","Private room",65,3,1
0.16,"Manhattan","Private room",79,2,1
1,"Brooklyn","Entire home/apt",350,2,1
1.25,"Brooklyn","Entire home/apt",71,6,1
0.03,"Manhattan","Private room",50,10,1
0.14,"Manhattan","Entire home/apt",115,30,10
0.06,"Manhattan","Private room",70,1,1
0.17,"Manhattan","Entire home/apt",110,3,1
0.17,"Brooklyn","Entire home/apt",140,1,1
0.34,"Manhattan","Entire home/apt",89,2,1
0.08,"Manhattan","Entire home/apt",259,2,1
1.3,"Manhattan","Entire home/apt",160,2,1
0.03,"Manhattan","Entire home/apt",113,7,1
0.7,"Manhattan","Entire home/apt",125,3,1
0.06,"Manhattan","Entire home/apt",105,5,1
1.36,"Brooklyn","Private room",125,1,2
0.33,"Manhattan","Entire home/apt",275,3,1
3.45,"Brooklyn","Private room",65,3,1
0.06,"Manhattan","Entire home/apt",400,3,1
0.14,"Manhattan","Entire home/apt",159,30,91
0.3,"Manhattan","Entire home/apt",200,5,2
0.03,"Manhattan","Private room",225,1,1
0.09,"Manhattan","Entire home/apt",199,1,1
0.16,"Manhattan","Shared room",75,1,2
0.03,"Brooklyn","Private room",44,1,1
0.03,"Brooklyn","Private room",100,5,1
0.59,"Brooklyn","Entire home/apt",130,28,1
0.85,"Manhattan","Entire home/apt",408,2,2
0.12,"Brooklyn","Entire home/apt",120,3,1
0.49,"Queens","Private room",80,2,1
0.03,"Brooklyn","Private room",60,2,1
0.14,"Queens","Entire home/apt",125,25,1
0.68,"Manhattan","Entire home/apt",200,2,1
2.96,"Manhattan","Entire home/apt",199,2,1
0.18,"Manhattan","Entire home/apt",265,2,1
0.5,"Manhattan","Entire home/apt",700,2,2
0.94,"Manhattan","Private room",80,2,1
0.05,"Brooklyn","Private room",35,3,1
2.81,"Manhattan","Entire home/apt",135,2,1
0.09,"Manhattan","Private room",70,3,1
0.03,"Brooklyn","Entire home/apt",135,6,1
0.08,"Manhattan","Entire home/apt",128,3,1
1.33,"Brooklyn","Private room",60,2,1
0.06,"Brooklyn","Entire home/apt",170,5,1
0.11,"Manhattan","Private room",85,3,1
0.17,"Queens","Private room",60,4,1
0.79,"Manhattan","Entire home/apt",349,3,1
0.08,"Brooklyn","Entire home/apt",200,2,1
0.03,"Manhattan","Private room",110,4,2
1.3,"Manhattan","Entire home/apt",325,2,1
0.07,"Brooklyn","Entire home/apt",180,5,1
0.65,"Manhattan","Entire home/apt",134,1,1
0.37,"Manhattan","Entire home/apt",150,3,1
1.71,"Brooklyn","Entire home/apt",200,2,1
0.2,"Brooklyn","Entire home/apt",110,4,1
0.3,"Brooklyn","Entire home/apt",105,5,1
0.08,"Manhattan","Entire home/apt",165,1,1
0.11,"Manhattan","Private room",75,14,2
3.13,"Brooklyn","Entire home/apt",104,5,1
0.42,"Manhattan","Entire home/apt",130,2,1
0.11,"Manhattan","Private room",130,1,1
0.23,"Manhattan","Entire home/apt",145,7,1
0.03,"Manhattan","Private room",60,1,1
0.03,"Queens","Private room",40,5,1
0.2,"Manhattan","Entire home/apt",99,2,1
1.58,"Queens","Private room",70,14,3
2.53,"Brooklyn","Entire home/apt",109,4,2
0.15,"Manhattan","Entire home/apt",250,3,1
0.11,"Manhattan","Entire home/apt",129,4,1
1.33,"Manhattan","Entire home/apt",150,3,1
0.22,"Manhattan","Entire home/apt",198,3,1
0.14,"Brooklyn","Private room",55,1,1
0.11,"Manhattan","Private room",61,1,1
0.05,"Queens","Entire home/apt",90,1,1
0.06,"Manhattan","Private room",45,7,1
0.95,"Queens","Entire home/apt",200,2,1
0.07,"Brooklyn","Private room",60,2,1
0.08,"Brooklyn","Entire home/apt",125,3,1
0.06,"Brooklyn","Private room",35,6,1
3.17,"Queens","Private room",40,1,2
0.06,"Brooklyn","Entire home/apt",100,30,1
0.11,"Brooklyn","Entire home/apt",259,6,1
0.25,"Manhattan","Entire home/apt",129,90,1
0.09,"Brooklyn","Entire home/apt",89,10,1
0.25,"Brooklyn","Entire home/apt",135,7,1
0.03,"Manhattan","Entire home/apt",200,4,1
0.22,"Manhattan","Private room",90,2,1
0.03,"Brooklyn","Entire home/apt",200,3,1
1.93,"Brooklyn","Entire home/apt",150,2,1
0.05,"Manhattan","Entire home/apt",110,1,2
0.03,"Manhattan","Entire home/apt",150,2,1
0.11,"Manhattan","Private room",115,2,1
0.22,"Brooklyn","Private room",42,1,2
0.03,"Brooklyn","Private room",75,2,1
1.95,"Manhattan","Entire home/apt",189,2,1
0.19,"Manhattan","Entire home/apt",125,1,1
0.14,"Manhattan","Entire home/apt",175,30,39
1.3,"Manhattan","Private room",99,2,1
1.19,"Bronx","Entire home/apt",85,2,1
0.29,"Manhattan","Entire home/apt",185,30,39
0.05,"Manhattan","Entire home/apt",177,1,1
0.68,"Brooklyn","Private room",100,2,1
0.42,"Manhattan","Entire home/apt",102,4,1
0.11,"Manhattan","Entire home/apt",120,3,1
0.05,"Manhattan","Entire home/apt",155,5,1
0.98,"Manhattan","Private room",67,2,1
0.04,"Brooklyn","Private room",50,2,1
0.57,"Staten Island","Entire home/apt",100,3,1
0.06,"Manhattan","Entire home/apt",125,6,1
0.05,"Brooklyn","Private room",39,4,3
0.25,"Manhattan","Entire home/apt",125,30,5
0.34,"Manhattan","Entire home/apt",133,30,5
0.08,"Brooklyn","Entire home/apt",149,3,1
6.19,"Brooklyn","Private room",110,2,1
0.06,"Brooklyn","Private room",150,3,1
1.41,"Queens","Entire home/apt",205,3,1
0.57,"Manhattan","Entire home/apt",100,2,1
0.54,"Brooklyn","Private room",30,3,1
0.03,"Manhattan","Private room",69,3,1
0.09,"Brooklyn","Entire home/apt",190,1,1
0.03,"Brooklyn","Private room",79,2,4
2.99,"Manhattan","Entire home/apt",176,4,1
0.63,"Brooklyn","Entire home/apt",199,3,1
0.06,"Brooklyn","Private room",64,2,1
0.03,"Manhattan","Entire home/apt",118,10,1
0.19,"Manhattan","Entire home/apt",189,365,1
0.08,"Manhattan","Private room",79,1,1
0.05,"Brooklyn","Entire home/apt",75,1,1
0.06,"Brooklyn","Entire home/apt",100,5,1
3.5,"Brooklyn","Private room",65,1,3
3.31,"Queens","Entire home/apt",90,1,2
0.25,"Bronx","Entire home/apt",65,1,1
0.79,"Manhattan","Entire home/apt",125,3,2
4.58,"Manhattan","Private room",124,1,4
0.94,"Brooklyn","Entire home/apt",120,1,1
2.43,"Brooklyn","Entire home/apt",300,3,2
0.35,"Queens","Shared room",27,2,2
0.93,"Manhattan","Private room",86,6,3
0.46,"Manhattan","Private room",50,2,1
0.03,"Manhattan","Entire home/apt",155,2,1
0.12,"Manhattan","Private room",90,7,1
0.43,"Brooklyn","Private room",44,2,2
0.44,"Brooklyn","Private room",90,2,1
0.16,"Manhattan","Entire home/apt",118,1,1
0.06,"Bronx","Private room",42,2,1
0.11,"Manhattan","Private room",57,5,1
0.24,"Brooklyn","Entire home/apt",150,4,1
2.79,"Manhattan","Private room",65,7,1
0.41,"Manhattan","Private room",40,4,1
0.26,"Manhattan","Private room",59,4,1
0.03,"Brooklyn","Entire home/apt",300,1,1
0.41,"Queens","Private room",59,3,4
0.05,"Brooklyn","Private room",45,7,3
1,"Manhattan","Private room",110,1,1
0.11,"Brooklyn","Private room",65,1,1
0.08,"Brooklyn","Entire home/apt",130,2,1
0.05,"Brooklyn","Entire home/apt",111,4,1
0.17,"Queens","Private room",48,2,1
1.28,"Brooklyn","Private room",65,3,1
0.46,"Manhattan","Private room",75,2,2
0.28,"Manhattan","Private room",99,3,1
0.08,"Brooklyn","Entire home/apt",225,1,1
0.28,"Queens","Private room",65,5,1
0.25,"Manhattan","Private room",51,30,10
0.14,"Brooklyn","Entire home/apt",175,3,1
0.06,"Manhattan","Private room",120,1,1
0.33,"Manhattan","Private room",49,1,1
3.24,"Bronx","Entire home/apt",71,2,1
0.03,"Manhattan","Entire home/apt",119,7,1
4.07,"Manhattan","Entire home/apt",185,2,2
6.23,"Brooklyn","Entire home/apt",115,1,1
0.03,"Manhattan","Private room",50,2,1
0.6,"Brooklyn","Private room",80,1,1
0.06,"Manhattan","Entire home/apt",95,1,1
5.12,"Queens","Private room",40,2,3
0.27,"Manhattan","Shared room",30,3,3
0.03,"Manhattan","Entire home/apt",225,2,1
0.34,"Brooklyn","Private room",65,2,1
0.33,"Queens","Entire home/apt",125,5,1
0.39,"Brooklyn","Entire home/apt",89,3,1
0.06,"Manhattan","Entire home/apt",300,30,39
1.41,"Brooklyn","Entire home/apt",200,30,1
0.47,"Manhattan","Entire home/apt",200,1,1
0.31,"Manhattan","Entire home/apt",129,4,1
1.51,"Manhattan","Entire home/apt",495,3,1
0.42,"Manhattan","Private room",125,3,1
2.58,"Brooklyn","Entire home/apt",185,3,1
0.11,"Manhattan","Private room",92,1,1
0.06,"Brooklyn","Entire home/apt",120,3,1
2.86,"Brooklyn","Entire home/apt",80,1,1
0.08,"Manhattan","Entire home/apt",85,2,1
0.31,"Brooklyn","Private room",55,1,1
0.15,"Brooklyn","Private room",82,1,3
0.49,"Manhattan","Entire home/apt",150,3,2
0.08,"Manhattan","Entire home/apt",250,2,1
0.08,"Brooklyn","Entire home/apt",150,2,1
0.12,"Brooklyn","Entire home/apt",121,5,1
0.03,"Queens","Entire home/apt",350,3,1
0.7,"Brooklyn","Private room",45,8,1
0.15,"Brooklyn","Private room",200,1,2
1.36,"Brooklyn","Entire home/apt",120,2,1
3.31,"Manhattan","Entire home/apt",175,3,3
2.26,"Staten Island","Entire home/apt",120,1,1
0.06,"Brooklyn","Private room",49,3,1
0.11,"Manhattan","Entire home/apt",250,5,1
0.08,"Manhattan","Entire home/apt",250,2,1
0.03,"Brooklyn","Entire home/apt",110,3,2
0.88,"Brooklyn","Entire home/apt",199,2,2
0.34,"Manhattan","Entire home/apt",350,3,1
0.03,"Manhattan","Entire home/apt",124,3,1
0.29,"Brooklyn","Entire home/apt",175,2,1
0.44,"Brooklyn","Entire home/apt",295,2,1
0.03,"Manhattan","Entire home/apt",210,2,1
0.08,"Manhattan","Entire home/apt",125,2,1
3.21,"Brooklyn","Entire home/apt",118,3,1
3.3,"Brooklyn","Private room",53,2,1
0.3,"Manhattan","Entire home/apt",200,2,1
0.52,"Queens","Private room",40,7,12
0.46,"Brooklyn","Shared room",50,1,1
1.2,"Manhattan","Private room",135,2,1
1.77,"Queens","Private room",61,1,1
1.41,"Manhattan","Shared room",42,1,1
1.4,"Queens","Private room",69,1,4
0.08,"Manhattan","Entire home/apt",105,1,1
4.84,"Brooklyn","Entire home/apt",150,1,1
0.75,"Manhattan","Entire home/apt",240,4,1
0.39,"Manhattan","Entire home/apt",140,30,5
3.08,"Brooklyn","Entire home/apt",90,2,3
0.03,"Manhattan","Entire home/apt",199,2,1
0.05,"Manhattan","Private room",65,3,2
6,"Manhattan","Private room",70,1,6
2.34,"Queens","Private room",60,7,12
0.27,"Manhattan","Private room",69,1,2
2.03,"Manhattan","Entire home/apt",250,5,1
6.74,"Manhattan","Private room",70,1,6
0.23,"Manhattan","Entire home/apt",175,2,1
0.33,"Manhattan","Private room",110,4,1
0.08,"Queens","Private room",50,5,1
4.34,"Manhattan","Private room",75,1,1
0.52,"Brooklyn","Private room",55,30,1
0.03,"Manhattan","Private room",75,2,1
1.47,"Brooklyn","Entire home/apt",90,2,1
0.22,"Manhattan","Private room",70,1,1
0.14,"Brooklyn","Entire home/apt",140,2,2
3.41,"Manhattan","Entire home/apt",200,1,1
0.8,"Manhattan","Entire home/apt",120,2,1
3.35,"Brooklyn","Private room",85,2,1
0.03,"Manhattan","Entire home/apt",200,30,1
0.08,"Brooklyn","Entire home/apt",225,2,1
0.25,"Manhattan","Entire home/apt",230,2,1
0.06,"Queens","Private room",35,1,1
0.58,"Brooklyn","Private room",95,1,8
3.88,"Brooklyn","Private room",48,2,1
0.08,"Brooklyn","Private room",50,5,1
0.11,"Manhattan","Private room",48,1,1
1.33,"Queens","Private room",55,3,12
1.57,"Queens","Private room",50,7,12
1.67,"Queens","Private room",40,7,12
0.38,"Queens","Private room",60,2,2
1.45,"Queens","Private room",40,3,12
0.88,"Manhattan","Entire home/apt",135,3,1
0.06,"Manhattan","Entire home/apt",150,1,1
0.17,"Manhattan","Entire home/apt",100,4,1
0.26,"Brooklyn","Private room",45,1,1
1.93,"Manhattan","Private room",55,3,2
0.06,"Manhattan","Private room",80,1,2
2.78,"Brooklyn","Private room",60,1,2
0.03,"Manhattan","Entire home/apt",399,1,1
0.55,"Manhattan","Entire home/apt",150,4,1
0.35,"Queens","Entire home/apt",125,3,1
1.55,"Queens","Entire home/apt",75,2,1
0.04,"Brooklyn","Entire home/apt",202,30,87
0.18,"Brooklyn","Private room",45,3,1
0.14,"Brooklyn","Private room",102,1,1
1.07,"Brooklyn","Entire home/apt",55,4,1
0.21,"Manhattan","Entire home/apt",155,6,1
0.06,"Manhattan","Entire home/apt",95,2,1
0.14,"Brooklyn","Entire home/apt",525,4,1
2.27,"Brooklyn","Private room",45,1,2
0.3,"Manhattan","Entire home/apt",150,2,1
0.03,"Brooklyn","Private room",59,4,1
0.22,"Queens","Private room",75,3,1
1.8,"Brooklyn","Private room",69,2,1
0.06,"Brooklyn","Private room",300,2,3
0.3,"Manhattan","Private room",60,4,1
0.03,"Brooklyn","Private room",50,1,1
0.06,"Brooklyn","Entire home/apt",150,3,1
0.14,"Queens","Private room",85,1,1
0.39,"Manhattan","Entire home/apt",210,3,1
0.08,"Manhattan","Private room",55,1,1
0.28,"Brooklyn","Private room",65,7,1
0.3,"Brooklyn","Private room",50,1,1
0.03,"Brooklyn","Private room",40,4,1
0.27,"Brooklyn","Entire home/apt",250,4,1
0.17,"Brooklyn","Private room",33,14,1
3.51,"Brooklyn","Private room",46,2,4
0.03,"Brooklyn","Entire home/apt",76,7,1
0.03,"Manhattan","Private room",70,1,1
1.2,"Brooklyn","Entire home/apt",129,2,1
2.2,"Brooklyn","Private room",58,2,3
0.76,"Manhattan","Entire home/apt",76,16,1
0.47,"Queens","Private room",35,7,1
0.84,"Queens","Private room",40,7,12
0.06,"Manhattan","Entire home/apt",195,30,87
0.03,"Manhattan","Private room",80,3,1
4.52,"Brooklyn","Private room",44,1,7
0.31,"Brooklyn","Entire home/apt",95,30,2
1.19,"Queens","Private room",55,2,1
0.03,"Manhattan","Private room",40,7,1
0.52,"Queens","Entire home/apt",200,2,1
0.05,"Manhattan","Private room",39,4,1
0.06,"Brooklyn","Entire home/apt",700,1,1
0.22,"Brooklyn","Entire home/apt",45,5,2
0.22,"Brooklyn","Entire home/apt",140,5,1
1.57,"Brooklyn","Entire home/apt",99,5,3
3.3,"Manhattan","Private room",175,2,2
0.06,"Brooklyn","Entire home/apt",75,10,1
2.21,"Queens","Private room",50,1,1
0.5,"Manhattan","Entire home/apt",100,3,1
0.61,"Manhattan","Entire home/apt",200,5,1
0.09,"Manhattan","Entire home/apt",80,2,2
0.08,"Brooklyn","Private room",60,5,1
0.11,"Brooklyn","Entire home/apt",119,1,2
1.57,"Manhattan","Private room",69,2,1
0.03,"Brooklyn","Entire home/apt",400,5,1
1.33,"Brooklyn","Private room",95,1,2
0.03,"Brooklyn","Private room",45,1,1
2.11,"Queens","Private room",73,4,1
0.1,"Manhattan","Private room",123,4,3
0.15,"Manhattan","Entire home/apt",130,4,1
0.84,"Manhattan","Entire home/apt",325,3,1
0.09,"Manhattan","Entire home/apt",95,4,1
0.96,"Manhattan","Entire home/apt",165,3,1
0.03,"Manhattan","Entire home/apt",250,10,1
0.92,"Manhattan","Entire home/apt",130,7,1
1.4,"Manhattan","Entire home/apt",200,3,1
0.38,"Manhattan","Private room",70,1,1
0.84,"Brooklyn","Entire home/apt",105,2,1
0.06,"Brooklyn","Entire home/apt",150,7,1
0.03,"Brooklyn","Entire home/apt",105,2,1
1.62,"Manhattan","Private room",100,2,1
0.14,"Manhattan","Entire home/apt",150,3,1
1.04,"Manhattan","Private room",65,4,1
0.24,"Manhattan","Entire home/apt",125,30,9
0.25,"Manhattan","Entire home/apt",140,7,1
0.03,"Manhattan","Entire home/apt",300,3,1
0.9,"Queens","Private room",90,1,2
1.57,"Queens","Private room",30,2,1
3.22,"Brooklyn","Entire home/apt",109,2,1
0.06,"Brooklyn","Entire home/apt",120,2,1
0.09,"Brooklyn","Entire home/apt",125,1,1
0.23,"Bronx","Private room",50,1,1
0.16,"Manhattan","Entire home/apt",200,3,1
0.05,"Manhattan","Private room",74,1,2
0.23,"Brooklyn","Private room",100,2,1
1.78,"Bronx","Private room",52,3,1
0.8,"Manhattan","Entire home/apt",135,5,1
0.08,"Manhattan","Entire home/apt",165,2,1
0.17,"Brooklyn","Private room",75,2,1
0.09,"Brooklyn","Private room",155,4,1
0.39,"Brooklyn","Entire home/apt",144,2,1
0.06,"Brooklyn","Private room",25,4,1
0.09,"Manhattan","Private room",97,50,1
0.55,"Manhattan","Private room",150,5,1
0.42,"Brooklyn","Private room",65,2,2
3.94,"Brooklyn","Entire home/apt",99,2,1
0.06,"Manhattan","Entire home/apt",100,3,1
0.92,"Brooklyn","Entire home/apt",250,1,3
0.05,"Manhattan","Entire home/apt",169,30,87
5.98,"Manhattan","Private room",70,1,6
5.79,"Manhattan","Private room",105,1,2
1.27,"Manhattan","Private room",65,1,1
1.52,"Manhattan","Private room",50,2,1
1.55,"Brooklyn","Private room",69,5,1
1.8,"Manhattan","Entire home/apt",110,1,2
0.76,"Brooklyn","Entire home/apt",249,3,1
0.39,"Brooklyn","Private room",57,7,2
0.32,"Manhattan","Entire home/apt",150,30,39
0.06,"Manhattan","Entire home/apt",3800,30,1
0.06,"Queens","Entire home/apt",99,2,1
0.14,"Brooklyn","Entire home/apt",370,6,1
0.17,"Manhattan","Entire home/apt",147,3,1
4.45,"Queens","Entire home/apt",87,1,1
0.56,"Brooklyn","Private room",46,1,1
1.88,"Manhattan","Private room",110,3,6
2.24,"Manhattan","Private room",100,3,6
0.91,"Manhattan","Entire home/apt",110,3,2
